person_a,img_a,person_b,img_b,label,cosine_similarity
person_02,frontal_007.jpg,person_02,frontal_009.jpg,1,0.418731
person_02,frontal_007.jpg,person_02,frontal_010.jpg,1,0.809739
person_02,frontal_008.jpg,person_02,frontal_009.jpg,1,0.614904
person_02,frontal_008.jpg,person_02,frontal_010.jpg,1,0.938837
person_02,frontal_009.jpg,person_02,frontal_010.jpg,1,0.55061
person_03,frontal_001.jpg,person_03,frontal_002.jpg,1,0.90413
person_03,frontal_001.jpg,person_03,frontal_003.jpg,1,0.820908
person_03,frontal_001.jpg,person_03,frontal_004.jpg,1,0.747336
person_03,frontal_001.jpg,person_03,frontal_005.jpg,1,0.74604
person_03,frontal_001.jpg,person_03,frontal_006.jpg,1,0.699208
person_03,frontal_001.jpg,person_03,frontal_007.jpg,1,0.759361
person_03,frontal_001.jpg,person_03,frontal_008.jpg,1,0.750833
person_03,frontal_001.jpg,person_03,frontal_009.jpg,1,0.701802
person_03,frontal_001.jpg,person_03,frontal_010.jpg,1,0.702261
person_03,frontal_002.jpg,person_03,frontal_003.jpg,1,0.854326
person_03,frontal_002.jpg,person_03,frontal_004.jpg,1,0.709025
person_03,frontal_002.jpg,person_03,frontal_005.jpg,1,0.719303
person_03,frontal_002.jpg,person_03,frontal_006.jpg,1,0.610765
person_03,frontal_002.jpg,person_03,frontal_007.jpg,1,0.660933
person_03,frontal_002.jpg,person_03,frontal_008.jpg,1,0.685831
person_03,frontal_002.jpg,person_03,frontal_009.jpg,1,0.626009
person_03,frontal_002.jpg,person_03,frontal_010.jpg,1,0.645905
person_03,frontal_003.jpg,person_03,frontal_004.jpg,1,0.745468
person_03,frontal_003.jpg,person_03,frontal_005.jpg,1,0.69322
person_03,frontal_003.jpg,person_03,frontal_006.jpg,1,0.636799
person_03,frontal_003.jpg,person_03,frontal_007.jpg,1,0.612954
person_03,frontal_003.jpg,person_03,frontal_008.jpg,1,0.628836
person_03,frontal_003.jpg,person_03,frontal_009.jpg,1,0.662299
person_03,frontal_003.jpg,person_03,frontal_010.jpg,1,0.653844
person_03,frontal_004.jpg,person_03,frontal_005.jpg,1,0.917774
person_03,frontal_004.jpg,person_03,frontal_006.jpg,1,0.705211
person_03,frontal_004.jpg,person_03,frontal_007.jpg,1,0.66662
person_03,frontal_004.jpg,person_03,frontal_008.jpg,1,0.687952
person_03,frontal_004.jpg,person_03,frontal_009.jpg,1,0.606745
person_03,frontal_004.jpg,person_03,frontal_010.jpg,1,0.552252
person_03,frontal_005.jpg,person_03,frontal_006.jpg,1,0.651076
person_03,frontal_005.jpg,person_03,frontal_007.jpg,1,0.697782
person_03,frontal_005.jpg,person_03,frontal_008.jpg,1,0.742308
person_03,frontal_005.jpg,person_03,frontal_009.jpg,1,0.586745
person_03,frontal_005.jpg,person_03,frontal_010.jpg,1,0.554691
person_03,frontal_006.jpg,person_03,frontal_007.jpg,1,0.719418
person_03,frontal_006.jpg,person_03,frontal_008.jpg,1,0.712084
person_03,frontal_006.jpg,person_03,frontal_009.jpg,1,0.743877
person_03,frontal_006.jpg,person_03,frontal_010.jpg,1,0.731531
person_03,frontal_007.jpg,person_03,frontal_008.jpg,1,0.862703
person_03,frontal_007.jpg,person_03,frontal_009.jpg,1,0.856009
person_03,frontal_007.jpg,person_03,frontal_010.jpg,1,0.814639
person_03,frontal_008.jpg,person_03,frontal_009.jpg,1,0.760632
person_03,frontal_008.jpg,person_03,frontal_010.jpg,1,0.745878
person_03,frontal_009.jpg,person_03,frontal_010.jpg,1,0.955801
person_04,frontal_001.jpg,person_04,frontal_002.jpg,1,0.805217
person_04,frontal_001.jpg,person_04,frontal_003.jpg,1,0.905273
person_04,frontal_001.jpg,person_04,frontal_004.jpg,1,0.661774
person_04,frontal_001.jpg,person_04,frontal_005.jpg,1,0.634453
person_04,frontal_001.jpg,person_04,frontal_006.jpg,1,0.657687
person_04,frontal_001.jpg,person_04,frontal_007.jpg,1,0.683939
person_04,frontal_001.jpg,person_04,frontal_008.jpg,1,0.946402
person_04,frontal_001.jpg,person_04,frontal_009.jpg,1,0.698511
person_04,frontal_001.jpg,person_04,frontal_010.jpg,1,0.52364
person_04,frontal_002.jpg,person_04,frontal_003.jpg,1,0.716974
person_04,frontal_002.jpg,person_04,frontal_004.jpg,1,0.528757
person_04,frontal_002.jpg,person_04,frontal_005.jpg,1,0.524684
person_04,frontal_002.jpg,person_04,frontal_006.jpg,1,0.524778
person_04,frontal_002.jpg,person_04,frontal_007.jpg,1,0.5579
person_04,frontal_002.jpg,person_04,frontal_008.jpg,1,0.782662
person_04,frontal_002.jpg,person_04,frontal_009.jpg,1,0.798783
person_04,frontal_002.jpg,person_04,frontal_010.jpg,1,0.539647
person_04,frontal_003.jpg,person_04,frontal_004.jpg,1,0.653383
person_04,frontal_003.jpg,person_04,frontal_005.jpg,1,0.638308
person_04,frontal_003.jpg,person_04,frontal_006.jpg,1,0.699407
person_04,frontal_003.jpg,person_04,frontal_007.jpg,1,0.655998
person_04,frontal_003.jpg,person_04,frontal_008.jpg,1,0.937323
person_04,frontal_003.jpg,person_04,frontal_009.jpg,1,0.640684
person_04,frontal_003.jpg,person_04,frontal_010.jpg,1,0.528366
person_04,frontal_004.jpg,person_04,frontal_005.jpg,1,0.935144
person_04,frontal_004.jpg,person_04,frontal_006.jpg,1,0.801161
person_04,frontal_004.jpg,person_04,frontal_007.jpg,1,0.929604
person_04,frontal_004.jpg,person_04,frontal_008.jpg,1,0.653314
person_04,frontal_004.jpg,person_04,frontal_009.jpg,1,0.470108
person_04,frontal_004.jpg,person_04,frontal_010.jpg,1,0.680893
person_04,frontal_005.jpg,person_04,frontal_006.jpg,1,0.756395
person_04,frontal_005.jpg,person_04,frontal_007.jpg,1,0.853745
person_04,frontal_005.jpg,person_04,frontal_008.jpg,1,0.637141
person_04,frontal_005.jpg,person_04,frontal_009.jpg,1,0.489574
person_04,frontal_005.jpg,person_04,frontal_010.jpg,1,0.721721
person_04,frontal_006.jpg,person_04,frontal_007.jpg,1,0.795868
person_04,frontal_006.jpg,person_04,frontal_008.jpg,1,0.680449
person_04,frontal_006.jpg,person_04,frontal_009.jpg,1,0.462355
person_04,frontal_006.jpg,person_04,frontal_010.jpg,1,0.644928
person_04,frontal_007.jpg,person_04,frontal_008.jpg,1,0.660128
person_04,frontal_007.jpg,person_04,frontal_009.jpg,1,0.474293
person_04,frontal_007.jpg,person_04,frontal_010.jpg,1,0.710226
person_04,frontal_008.jpg,person_04,frontal_009.jpg,1,0.691037
person_04,frontal_008.jpg,person_04,frontal_010.jpg,1,0.556982
person_04,frontal_009.jpg,person_04,frontal_010.jpg,1,0.495731
person_05,frontal_001.jpg,person_05,frontal_002.jpg,1,0.868025
person_05,frontal_001.jpg,person_05,frontal_003.jpg,1,0.821057
person_05,frontal_001.jpg,person_05,frontal_004.jpg,1,0.938783
person_05,frontal_001.jpg,person_05,frontal_005.jpg,1,0.863334
person_05,frontal_001.jpg,person_05,frontal_006.jpg,1,0.893048
person_05,frontal_001.jpg,person_05,frontal_007.jpg,1,0.834503
person_05,frontal_001.jpg,person_05,frontal_008.jpg,1,0.824854
person_05,frontal_001.jpg,person_05,frontal_009.jpg,1,0.87742
person_05,frontal_001.jpg,person_05,frontal_010.jpg,1,0.71314
person_05,frontal_002.jpg,person_05,frontal_003.jpg,1,0.931446
person_05,frontal_002.jpg,person_05,frontal_004.jpg,1,0.852136
person_05,frontal_002.jpg,person_05,frontal_005.jpg,1,0.763436
person_05,frontal_002.jpg,person_05,frontal_006.jpg,1,0.79309
person_05,frontal_002.jpg,person_05,frontal_007.jpg,1,0.721071
person_05,frontal_002.jpg,person_05,frontal_008.jpg,1,0.840047
person_05,frontal_002.jpg,person_05,frontal_009.jpg,1,0.803843
person_05,frontal_002.jpg,person_05,frontal_010.jpg,1,0.704339
person_05,frontal_003.jpg,person_05,frontal_004.jpg,1,0.83137
person_05,frontal_003.jpg,person_05,frontal_005.jpg,1,0.737103
person_05,frontal_003.jpg,person_05,frontal_006.jpg,1,0.749541
person_05,frontal_003.jpg,person_05,frontal_007.jpg,1,0.709022
person_05,frontal_003.jpg,person_05,frontal_008.jpg,1,0.761758
person_05,frontal_003.jpg,person_05,frontal_009.jpg,1,0.764968
person_05,frontal_003.jpg,person_05,frontal_010.jpg,1,0.722991
person_05,frontal_004.jpg,person_05,frontal_005.jpg,1,0.856132
person_05,frontal_004.jpg,person_05,frontal_006.jpg,1,0.857163
person_05,frontal_004.jpg,person_05,frontal_007.jpg,1,0.904482
person_05,frontal_004.jpg,person_05,frontal_008.jpg,1,0.755382
person_05,frontal_004.jpg,person_05,frontal_009.jpg,1,0.834099
person_05,frontal_004.jpg,person_05,frontal_010.jpg,1,0.715937
person_05,frontal_005.jpg,person_05,frontal_006.jpg,1,0.931818
person_05,frontal_005.jpg,person_05,frontal_007.jpg,1,0.813785
person_05,frontal_005.jpg,person_05,frontal_008.jpg,1,0.775352
person_05,frontal_005.jpg,person_05,frontal_009.jpg,1,0.875741
person_05,frontal_005.jpg,person_05,frontal_010.jpg,1,0.726562
person_05,frontal_006.jpg,person_05,frontal_007.jpg,1,0.779798
person_05,frontal_006.jpg,person_05,frontal_008.jpg,1,0.863002
person_05,frontal_006.jpg,person_05,frontal_009.jpg,1,0.932676
person_05,frontal_006.jpg,person_05,frontal_010.jpg,1,0.73108
person_05,frontal_007.jpg,person_05,frontal_008.jpg,1,0.636391
person_05,frontal_007.jpg,person_05,frontal_009.jpg,1,0.775375
person_05,frontal_007.jpg,person_05,frontal_010.jpg,1,0.684775
person_05,frontal_008.jpg,person_05,frontal_009.jpg,1,0.859104
person_05,frontal_008.jpg,person_05,frontal_010.jpg,1,0.632154
person_05,frontal_009.jpg,person_05,frontal_010.jpg,1,0.729565
person_06,frontal_001.jpg,person_06,frontal_002.jpg,1,0.691336
person_06,frontal_001.jpg,person_06,frontal_003.jpg,1,0.906168
person_06,frontal_001.jpg,person_06,frontal_004.jpg,1,0.73589
person_06,frontal_001.jpg,person_06,frontal_005.jpg,1,0.681773
person_06,frontal_001.jpg,person_06,frontal_006.jpg,1,0.786583
person_06,frontal_001.jpg,person_06,frontal_007.jpg,1,0.637743
person_06,frontal_001.jpg,person_06,frontal_008.jpg,1,0.714225
person_06,frontal_001.jpg,person_06,frontal_009.jpg,1,0.59468
person_06,frontal_001.jpg,person_06,frontal_010.jpg,1,0.778435
person_06,frontal_002.jpg,person_06,frontal_003.jpg,1,0.615161
person_06,frontal_002.jpg,person_06,frontal_004.jpg,1,0.676809
person_06,frontal_002.jpg,person_06,frontal_005.jpg,1,0.595825
person_06,frontal_002.jpg,person_06,frontal_006.jpg,1,0.579636
person_06,frontal_002.jpg,person_06,frontal_007.jpg,1,0.556313
person_06,frontal_002.jpg,person_06,frontal_008.jpg,1,0.519503
person_06,frontal_002.jpg,person_06,frontal_009.jpg,1,0.549255
person_06,frontal_002.jpg,person_06,frontal_010.jpg,1,0.635166
person_06,frontal_003.jpg,person_06,frontal_004.jpg,1,0.68505
person_06,frontal_003.jpg,person_06,frontal_005.jpg,1,0.679375
person_06,frontal_003.jpg,person_06,frontal_006.jpg,1,0.807781
person_06,frontal_003.jpg,person_06,frontal_007.jpg,1,0.630382
person_06,frontal_003.jpg,person_06,frontal_008.jpg,1,0.700106
person_06,frontal_003.jpg,person_06,frontal_009.jpg,1,0.595191
person_06,frontal_003.jpg,person_06,frontal_010.jpg,1,0.770783
person_06,frontal_004.jpg,person_06,frontal_005.jpg,1,0.779649
person_06,frontal_004.jpg,person_06,frontal_006.jpg,1,0.803306
person_06,frontal_004.jpg,person_06,frontal_007.jpg,1,0.768604
person_06,frontal_004.jpg,person_06,frontal_008.jpg,1,0.666366
person_06,frontal_004.jpg,person_06,frontal_009.jpg,1,0.705622
person_06,frontal_004.jpg,person_06,frontal_010.jpg,1,0.876197
person_06,frontal_005.jpg,person_06,frontal_006.jpg,1,0.798389
person_06,frontal_005.jpg,person_06,frontal_007.jpg,1,0.881211
person_06,frontal_005.jpg,person_06,frontal_008.jpg,1,0.678761
person_06,frontal_005.jpg,person_06,frontal_009.jpg,1,0.827019
person_06,frontal_005.jpg,person_06,frontal_010.jpg,1,0.874177
person_06,frontal_006.jpg,person_06,frontal_007.jpg,1,0.807299
person_06,frontal_006.jpg,person_06,frontal_008.jpg,1,0.796834
person_06,frontal_006.jpg,person_06,frontal_009.jpg,1,0.718441
person_06,frontal_006.jpg,person_06,frontal_010.jpg,1,0.857293
person_06,frontal_007.jpg,person_06,frontal_008.jpg,1,0.694061
person_06,frontal_007.jpg,person_06,frontal_009.jpg,1,0.848016
person_06,frontal_007.jpg,person_06,frontal_010.jpg,1,0.790693
person_06,frontal_008.jpg,person_06,frontal_009.jpg,1,0.618888
person_06,frontal_008.jpg,person_06,frontal_010.jpg,1,0.683785
person_06,frontal_009.jpg,person_06,frontal_010.jpg,1,0.778209
person_07,frontal_001.jpg,person_07,frontal_002.jpg,1,0.782367
person_07,frontal_001.jpg,person_07,frontal_003.jpg,1,0.680872
person_07,frontal_001.jpg,person_07,frontal_004.jpg,1,0.52138
person_07,frontal_001.jpg,person_07,frontal_005.jpg,1,0.521331
person_07,frontal_001.jpg,person_07,frontal_006.jpg,1,0.632404
person_07,frontal_001.jpg,person_07,frontal_007.jpg,1,0.871759
person_07,frontal_001.jpg,person_07,frontal_008.jpg,1,0.850151
person_07,frontal_001.jpg,person_07,frontal_009.jpg,1,0.640667
person_07,frontal_001.jpg,person_07,frontal_010.jpg,1,0.428044
person_07,frontal_002.jpg,person_07,frontal_003.jpg,1,0.478664
person_07,frontal_002.jpg,person_07,frontal_004.jpg,1,0.540967
person_07,frontal_002.jpg,person_07,frontal_005.jpg,1,0.400247
person_07,frontal_002.jpg,person_07,frontal_006.jpg,1,0.460814
person_07,frontal_002.jpg,person_07,frontal_007.jpg,1,0.708996
person_07,frontal_002.jpg,person_07,frontal_008.jpg,1,0.634677
person_07,frontal_002.jpg,person_07,frontal_009.jpg,1,0.41615
person_07,frontal_002.jpg,person_07,frontal_010.jpg,1,0.367903
person_07,frontal_003.jpg,person_07,frontal_004.jpg,1,0.432281
person_07,frontal_003.jpg,person_07,frontal_005.jpg,1,0.338944
person_07,frontal_003.jpg,person_07,frontal_006.jpg,1,0.922246
person_07,frontal_003.jpg,person_07,frontal_007.jpg,1,0.627333
person_07,frontal_003.jpg,person_07,frontal_008.jpg,1,0.731576
person_07,frontal_003.jpg,person_07,frontal_009.jpg,1,0.876124
person_07,frontal_003.jpg,person_07,frontal_010.jpg,1,0.379855
person_07,frontal_004.jpg,person_07,frontal_005.jpg,1,0.648938
person_07,frontal_004.jpg,person_07,frontal_006.jpg,1,0.357753
person_07,frontal_004.jpg,person_07,frontal_007.jpg,1,0.442599
person_07,frontal_004.jpg,person_07,frontal_008.jpg,1,0.396898
person_07,frontal_004.jpg,person_07,frontal_009.jpg,1,0.377006
person_07,frontal_004.jpg,person_07,frontal_010.jpg,1,0.591966
person_07,frontal_005.jpg,person_07,frontal_006.jpg,1,0.331059
person_07,frontal_005.jpg,person_07,frontal_007.jpg,1,0.573691
person_07,frontal_005.jpg,person_07,frontal_008.jpg,1,0.533674
person_07,frontal_005.jpg,person_07,frontal_009.jpg,1,0.44336
person_07,frontal_005.jpg,person_07,frontal_010.jpg,1,0.55705
person_07,frontal_006.jpg,person_07,frontal_007.jpg,1,0.599846
person_07,frontal_006.jpg,person_07,frontal_008.jpg,1,0.723801
person_07,frontal_006.jpg,person_07,frontal_009.jpg,1,0.820867
person_07,frontal_006.jpg,person_07,frontal_010.jpg,1,0.36557
person_07,frontal_007.jpg,person_07,frontal_008.jpg,1,0.867327
person_07,frontal_007.jpg,person_07,frontal_009.jpg,1,0.661433
person_07,frontal_007.jpg,person_07,frontal_010.jpg,1,0.31187
person_07,frontal_008.jpg,person_07,frontal_009.jpg,1,0.766388
person_07,frontal_008.jpg,person_07,frontal_010.jpg,1,0.28812
person_07,frontal_009.jpg,person_07,frontal_010.jpg,1,0.293656
person_08,frontal_001.jpg,person_08,frontal_002.jpg,1,0.884651
person_08,frontal_001.jpg,person_08,frontal_003.jpg,1,0.636394
person_08,frontal_001.jpg,person_08,frontal_004.jpg,1,0.727714
person_08,frontal_001.jpg,person_08,frontal_005.jpg,1,0.662976
person_08,frontal_001.jpg,person_08,frontal_006.jpg,1,0.73469
person_08,frontal_001.jpg,person_08,frontal_007.jpg,1,0.595129
person_08,frontal_001.jpg,person_08,frontal_008.jpg,1,0.568957
person_08,frontal_001.jpg,person_08,frontal_009.jpg,1,0.706673
person_08,frontal_001.jpg,person_08,frontal_010.jpg,1,0.655988
person_08,frontal_002.jpg,person_08,frontal_003.jpg,1,0.73249
person_08,frontal_002.jpg,person_08,frontal_004.jpg,1,0.763543
person_08,frontal_002.jpg,person_08,frontal_005.jpg,1,0.769492
person_08,frontal_002.jpg,person_08,frontal_006.jpg,1,0.779727
person_08,frontal_002.jpg,person_08,frontal_007.jpg,1,0.622613
person_08,frontal_002.jpg,person_08,frontal_008.jpg,1,0.666733
person_08,frontal_002.jpg,person_08,frontal_009.jpg,1,0.714729
person_08,frontal_002.jpg,person_08,frontal_010.jpg,1,0.720287
person_08,frontal_003.jpg,person_08,frontal_004.jpg,1,0.662563
person_08,frontal_003.jpg,person_08,frontal_005.jpg,1,0.857832
person_08,frontal_003.jpg,person_08,frontal_006.jpg,1,0.842594
person_08,frontal_003.jpg,person_08,frontal_007.jpg,1,0.620935
person_08,frontal_003.jpg,person_08,frontal_008.jpg,1,0.736527
person_08,frontal_003.jpg,person_08,frontal_009.jpg,1,0.523549
person_08,frontal_003.jpg,person_08,frontal_010.jpg,1,0.784274
person_08,frontal_004.jpg,person_08,frontal_005.jpg,1,0.676265
person_08,frontal_004.jpg,person_08,frontal_006.jpg,1,0.688835
person_08,frontal_004.jpg,person_08,frontal_007.jpg,1,0.659082
person_08,frontal_004.jpg,person_08,frontal_008.jpg,1,0.626912
person_08,frontal_004.jpg,person_08,frontal_009.jpg,1,0.564601
person_08,frontal_004.jpg,person_08,frontal_010.jpg,1,0.80466
person_08,frontal_005.jpg,person_08,frontal_006.jpg,1,0.878104
person_08,frontal_005.jpg,person_08,frontal_007.jpg,1,0.583023
person_08,frontal_005.jpg,person_08,frontal_008.jpg,1,0.869921
person_08,frontal_005.jpg,person_08,frontal_009.jpg,1,0.590413
person_08,frontal_005.jpg,person_08,frontal_010.jpg,1,0.785534
person_08,frontal_006.jpg,person_08,frontal_007.jpg,1,0.609265
person_08,frontal_006.jpg,person_08,frontal_008.jpg,1,0.706575
person_08,frontal_006.jpg,person_08,frontal_009.jpg,1,0.693963
person_08,frontal_006.jpg,person_08,frontal_010.jpg,1,0.767872
person_08,frontal_007.jpg,person_08,frontal_008.jpg,1,0.498121
person_08,frontal_007.jpg,person_08,frontal_009.jpg,1,0.518616
person_08,frontal_007.jpg,person_08,frontal_010.jpg,1,0.517895
person_08,frontal_008.jpg,person_08,frontal_009.jpg,1,0.495917
person_08,frontal_008.jpg,person_08,frontal_010.jpg,1,0.698462
person_08,frontal_009.jpg,person_08,frontal_010.jpg,1,0.527828
person_09,frontal_001.jpg,person_09,frontal_002.jpg,1,0.928067
person_09,frontal_001.jpg,person_09,frontal_003.jpg,1,0.946341
person_09,frontal_001.jpg,person_09,frontal_004.jpg,1,0.887382
person_09,frontal_001.jpg,person_09,frontal_005.jpg,1,0.89468
person_09,frontal_001.jpg,person_09,frontal_006.jpg,1,0.858173
person_09,frontal_001.jpg,person_09,frontal_007.jpg,1,0.815628
person_09,frontal_001.jpg,person_09,frontal_008.jpg,1,0.841881
person_09,frontal_001.jpg,person_09,frontal_009.jpg,1,0.901982
person_09,frontal_001.jpg,person_09,frontal_010.jpg,1,0.843782
person_09,frontal_002.jpg,person_09,frontal_003.jpg,1,0.919898
person_09,frontal_002.jpg,person_09,frontal_004.jpg,1,0.855571
person_09,frontal_002.jpg,person_09,frontal_005.jpg,1,0.859523
person_09,frontal_002.jpg,person_09,frontal_006.jpg,1,0.8283
person_09,frontal_002.jpg,person_09,frontal_007.jpg,1,0.758603
person_09,frontal_002.jpg,person_09,frontal_008.jpg,1,0.857449
person_09,frontal_002.jpg,person_09,frontal_009.jpg,1,0.915085
person_09,frontal_002.jpg,person_09,frontal_010.jpg,1,0.874709
person_09,frontal_003.jpg,person_09,frontal_004.jpg,1,0.803905
person_09,frontal_003.jpg,person_09,frontal_005.jpg,1,0.855064
person_09,frontal_003.jpg,person_09,frontal_006.jpg,1,0.817776
person_09,frontal_003.jpg,person_09,frontal_007.jpg,1,0.745196
person_09,frontal_003.jpg,person_09,frontal_008.jpg,1,0.785172
person_09,frontal_003.jpg,person_09,frontal_009.jpg,1,0.879237
person_09,frontal_003.jpg,person_09,frontal_010.jpg,1,0.83013
person_09,frontal_004.jpg,person_09,frontal_005.jpg,1,0.936117
person_09,frontal_004.jpg,person_09,frontal_006.jpg,1,0.919871
person_09,frontal_004.jpg,person_09,frontal_007.jpg,1,0.91162
person_09,frontal_004.jpg,person_09,frontal_008.jpg,1,0.933317
person_09,frontal_004.jpg,person_09,frontal_009.jpg,1,0.914527
person_09,frontal_004.jpg,person_09,frontal_010.jpg,1,0.84996
person_09,frontal_005.jpg,person_09,frontal_006.jpg,1,0.864935
person_09,frontal_005.jpg,person_09,frontal_007.jpg,1,0.865585
person_09,frontal_005.jpg,person_09,frontal_008.jpg,1,0.859363
person_09,frontal_005.jpg,person_09,frontal_009.jpg,1,0.901661
person_09,frontal_005.jpg,person_09,frontal_010.jpg,1,0.894338
person_09,frontal_006.jpg,person_09,frontal_007.jpg,1,0.935369
person_09,frontal_006.jpg,person_09,frontal_008.jpg,1,0.900524
person_09,frontal_006.jpg,person_09,frontal_009.jpg,1,0.920612
